observation_id,organism,antibiotic,facility,region,month,tested_isolates,resistant_isolates,resistance_rate,previous_resistance_rate,resistance_change,rolling_mean,rolling_std,trend_slope,facility_count,reporting_volume,threshold_distance,target_risk
OBS-02097,Staphylococcus aureus,Ciprofloxacin,Metro West Community Clinic,West District,2026-01,208,39,18.9,17.1,1.8,16.4,3.0,1.32,2,684,-21.1,0
OBS-02098,Escherichia coli,Vancomycin,Metro West Community Clinic,Metro North,2025-12,438,172,39.2,32.9,6.3,35.0,4.7,2.43,8,3899,-0.8,0
OBS-02099,Pseudomonas aeruginosa,Gentamicin,Metro West Community Clinic,West District,2026-08,400,105,26.3,27.0,-0.7,24.3,3.1,-0.27,7,2971,-3.7,0
OBS-02100,Enterococcus faecium,Gentamicin,Metro West Community Clinic,East District,2026-01,133,28,21.1,19.4,1.7,19.5,3.5,0.63,2,638,-8.9,0
OBS-02101,Klebsiella pneumoniae,Ciprofloxacin,Metro West Community Clinic,East District,2025-12,167,7,4.0,18.2,-14.2,14.6,6.2,-4.49,4,792,-31.0,0
OBS-02102,Escherichia coli,Vancomycin,Eastside Medical Center,West District,2026-04,329,160,48.5,47.9,0.6,47.7,2.9,0.24,5,1983,8.5,0
OBS-02103,Pseudomonas aeruginosa,Ampicillin,St. Jude General Hospital,Metro Central,2025-10,470,98,20.8,19.6,1.2,20.7,3.7,0.58,3,1747,-9.2,0
OBS-02104,Acinetobacter baumannii,Gentamicin,North Suburbs Health Zone,West District,2026-04,498,181,36.3,42.3,-6.0,42.1,3.5,-1.56,5,2843,11.3,0
OBS-02105,Escherichia coli,Ampicillin,University Hospital Center,West District,2026-03,74,14,18.5,20.2,-1.7,18.8,2.7,-0.38,7,699,-21.5,1
OBS-02106,Staphylococcus aureus,Meropenem,Eastside Medical Center,East District,2026-09,521,196,37.6,12.7,24.9,18.9,11.1,8.78,4,2235,-2.4,1
OBS-02107,Acinetobacter baumannii,Ampicillin,Metro West Community Clinic,Metro North,2026-05,120,29,24.4,24.4,0.0,23.9,1.0,0.17,8,1066,-0.6,0
OBS-02108,Pseudomonas aeruginosa,Meropenem,Metro West Community Clinic,West District,2026-01,250,54,21.4,19.3,2.1,19.3,1.9,0.67,6,1575,-8.6,0
OBS-02109,Enterococcus faecium,Ciprofloxacin,University Hospital Center,East District,2026-03,205,103,50.1,32.9,17.2,37.0,9.2,5.47,2,730,20.1,1
OBS-02110,Pseudomonas aeruginosa,Meropenem,St. Jude General Hospital,East District,2026-07,577,103,17.8,16.4,1.5,15.1,2.5,1.05,5,3252,-12.2,0
OBS-02111,Pseudomonas aeruginosa,Ceftriaxone,North Suburbs Health Zone,East District,2026-02,485,182,37.5,29.8,7.7,32.5,6.0,2.18,7,3571,7.5,1
OBS-02112,Pseudomonas aeruginosa,Vancomycin,Eastside Medical Center,Metro North,2026-02,114,19,16.8,13.9,2.9,16.8,2.3,0.73,5,776,-13.2,0
OBS-02113,Acinetobacter baumannii,Ceftriaxone,University Hospital Center,Metro North,2026-09,322,36,11.3,15.4,-4.2,14.1,4.8,-1.45,5,1956,-13.7,0
OBS-02114,Pseudomonas aeruginosa,Ampicillin,Eastside Medical Center,Metro Central,2026-06,189,112,59.3,37.8,21.5,42.5,10.5,6.52,3,731,29.3,1
OBS-02115,Acinetobacter baumannii,Gentamicin,North Suburbs Health Zone,Metro North,2026-07,142,47,33.1,17.0,16.1,19.2,6.9,5.59,5,887,8.1,1
OBS-02116,Acinetobacter baumannii,Ampicillin,University Hospital Center,Metro Central,2026-09,157,58,36.9,36.9,-0.1,38.9,2.7,0.67,3,766,11.9,0
OBS-02117,Pseudomonas aeruginosa,Vancomycin,Metro West Community Clinic,East District,2026-01,462,46,10.0,9.3,0.7,9.0,1.2,0.41,5,2549,-20.0,0
OBS-02118,Klebsiella pneumoniae,Vancomycin,University Hospital Center,Metro Central,2026-01,83,33,39.9,42.3,-2.4,40.2,2.9,-1.44,1,287,4.9,0
OBS-02119,Pseudomonas aeruginosa,Ampicillin,St. Jude General Hospital,Metro North,2026-09,95,49,51.1,30.8,20.3,34.4,7.9,6.72,4,444,21.1,1
OBS-02120,Klebsiella pneumoniae,Vancomycin,St. Jude General Hospital,Metro North,2026-09,381,148,38.9,39.2,-0.4,39.0,2.3,0.07,8,3299,3.9,0
OBS-02121,Acinetobacter baumannii,Ampicillin,University Hospital Center,East District,2026-07,522,187,35.8,39.7,-3.8,39.4,4.6,-1.68,6,3183,10.8,0
OBS-02122,Escherichia coli,Ceftriaxone,Metro West Community Clinic,Metro North,2025-11,409,142,34.6,36.9,-2.3,36.3,1.9,-0.86,5,2377,-5.4,0
OBS-02123,Pseudomonas aeruginosa,Ampicillin,North Suburbs Health Zone,Metro North,2025-11,268,41,15.1,16.6,-1.5,14.5,2.1,-1.23,2,863,-14.9,0
OBS-02124,Klebsiella pneumoniae,Colistin,University Hospital Center,Metro North,2026-04,178,81,45.3,44.3,1.0,42.6,1.9,0.17,3,601,10.3,0
OBS-02125,Staphylococcus aureus,Colistin,University Hospital Center,East District,2026-04,150,55,36.8,32.7,4.1,31.8,3.4,1.31,4,659,-3.2,0
OBS-02126,Enterococcus faecium,Ceftriaxone,North Suburbs Health Zone,West District,2026-06,73,19,26.3,26.4,-0.1,24.0,1.9,0.0,1,405,-3.7,0
OBS-02127,Enterococcus faecium,Colistin,Valley Health District,Metro North,2026-07,430,127,29.5,25.6,3.9,24.7,4.3,1.05,5,2498,-0.5,0
OBS-02128,Enterococcus faecium,Ciprofloxacin,Valley Health District,West District,2026-05,105,30,28.5,20.4,8.1,21.0,6.2,2.25,5,813,-1.5,0
OBS-02129,Pseudomonas aeruginosa,Meropenem,Eastside Medical Center,Metro Central,2025-12,589,42,7.1,5.2,2.0,7.9,2.4,0.71,4,2593,-22.9,0
OBS-02130,Acinetobacter baumannii,Ceftriaxone,Eastside Medical Center,West District,2026-04,225,84,37.1,41.3,-4.1,42.3,4.6,-0.98,6,1629,12.1,0
OBS-02131,Klebsiella pneumoniae,Meropenem,University Hospital Center,Metro North,2026-06,279,17,6.0,31.4,-25.4,26.0,10.9,-7.86,3,891,-29.0,0
OBS-02132,Escherichia coli,Meropenem,University Hospital Center,Metro Central,2026-01,264,96,36.2,40.9,-4.8,40.3,4.5,-1.5,1,415,-3.8,0
OBS-02133,Escherichia coli,Gentamicin,Valley Health District,Metro Central,2026-08,507,201,39.6,43.0,-3.4,42.2,2.2,-1.64,7,3785,-0.4,1
OBS-02134,Staphylococcus aureus,Meropenem,North Suburbs Health Zone,East District,2026-03,98,18,18.0,17.0,1.0,20.4,1.6,0.31,4,530,-22.0,0
OBS-02135,Escherichia coli,Ciprofloxacin,University Hospital Center,Metro North,2026-09,539,182,33.8,33.6,0.1,32.2,3.2,-0.1,5,2832,-6.2,0
OBS-02136,Enterococcus faecium,Vancomycin,University Hospital Center,Metro Central,2025-12,509,156,30.7,29.5,1.2,31.3,2.8,0.62,5,2629,0.7,0
OBS-02137,Enterococcus faecium,Vancomycin,St. Jude General Hospital,Metro Central,2026-05,207,63,30.4,29.8,0.7,31.4,3.7,0.23,3,1009,0.4,0
OBS-02138,Pseudomonas aeruginosa,Ciprofloxacin,North Suburbs Health Zone,West District,2026-02,144,58,40.1,34.6,5.5,33.4,2.9,2.27,8,1445,10.1,1
OBS-02139,Pseudomonas aeruginosa,Vancomycin,Eastside Medical Center,West District,2025-11,310,75,24.1,25.2,-1.1,22.8,3.7,-1.13,3,1005,-5.9,0
OBS-02140,Klebsiella pneumoniae,Ceftriaxone,North Suburbs Health Zone,Metro North,2026-08,191,61,31.7,28.3,3.3,24.9,3.7,1.01,8,1751,-3.3,0
OBS-02141,Klebsiella pneumoniae,Meropenem,Eastside Medical Center,Metro Central,2026-07,434,228,52.6,51.9,0.7,54.0,2.0,0.74,6,2855,17.6,0
OBS-02142,Pseudomonas aeruginosa,Ceftriaxone,Valley Health District,Metro North,2026-01,295,154,52.2,32.4,19.8,34.9,9.5,6.21,8,2731,22.2,1
OBS-02143,Klebsiella pneumoniae,Ciprofloxacin,University Hospital Center,Metro Central,2025-11,162,41,25.4,29.1,-3.7,26.1,4.5,-1.17,1,483,-9.6,0
OBS-02144,Klebsiella pneumoniae,Gentamicin,Eastside Medical Center,West District,2026-09,115,39,34.1,36.9,-2.7,36.9,2.5,-0.48,1,397,-0.9,0
OBS-02145,Staphylococcus aureus,Colistin,Valley Health District,Metro Central,2026-08,194,147,75.9,50.2,25.6,54.4,12.2,8.34,4,1006,35.9,1
OBS-02146,Enterococcus faecium,Colistin,University Hospital Center,East District,2026-09,545,89,16.3,29.1,-12.9,25.9,7.3,-4.9,2,1192,-13.7,0
OBS-02147,Staphylococcus aureus,Gentamicin,Eastside Medical Center,Metro North,2026-01,226,75,33.1,14.0,19.0,18.8,10.0,6.11,8,1941,-6.9,1
OBS-02148,Escherichia coli,Ampicillin,University Hospital Center,West District,2026-08,306,129,42.0,40.0,2.0,39.2,2.0,0.3,6,2188,2.0,0
OBS-02149,Klebsiella pneumoniae,Meropenem,Valley Health District,Metro Central,2026-09,247,93,37.7,38.3,-0.6,39.1,3.5,-0.37,4,1186,2.7,0
OBS-02150,Escherichia coli,Colistin,Metro West Community Clinic,West District,2026-06,52,17,32.1,31.7,0.3,33.1,1.1,-0.0,6,500,-7.9,0
OBS-02151,Escherichia coli,Vancomycin,Eastside Medical Center,West District,2026-06,113,29,25.8,25.0,0.8,25.7,3.4,0.1,6,1041,-14.2,0
OBS-02152,Enterococcus faecium,Ampicillin,North Suburbs Health Zone,East District,2026-07,446,106,23.7,24.0,-0.3,24.7,0.9,0.01,3,1606,-6.3,0
OBS-02153,Acinetobacter baumannii,Gentamicin,Eastside Medical Center,West District,2026-01,229,69,30.0,25.2,4.9,27.3,3.0,1.68,5,1426,5.0,1
OBS-02154,Klebsiella pneumoniae,Meropenem,Eastside Medical Center,Metro North,2025-10,122,52,42.6,41.9,0.7,43.8,2.2,0.26,7,1108,7.6,0
OBS-02155,Acinetobacter baumannii,Meropenem,St. Jude General Hospital,East District,2026-07,194,85,43.6,41.5,2.1,44.9,1.5,0.47,3,935,18.6,0
OBS-02156,Staphylococcus aureus,Meropenem,St. Jude General Hospital,Metro North,2026-07,363,64,17.7,21.0,-3.3,18.2,3.1,-0.93,6,2568,-22.3,0
OBS-02157,Staphylococcus aureus,Meropenem,North Suburbs Health Zone,Metro North,2026-08,216,132,61.2,53.9,7.4,54.1,5.6,3.23,7,1880,21.2,1
OBS-02158,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,West District,2025-11,305,107,35.0,28.2,6.8,28.1,3.7,2.4,6,2199,0.0,1
OBS-02159,Acinetobacter baumannii,Colistin,St. Jude General Hospital,Metro North,2026-01,268,111,41.4,38.4,3.0,39.1,2.9,1.04,2,921,16.4,0
OBS-02160,Escherichia coli,Colistin,Metro West Community Clinic,Metro North,2026-09,105,46,43.7,27.8,15.8,32.3,7.1,5.0,3,693,3.7,1
OBS-02161,Klebsiella pneumoniae,Vancomycin,St. Jude General Hospital,East District,2026-09,563,251,44.6,50.2,-5.6,50.8,5.2,-1.04,5,3204,9.6,0
OBS-02162,Pseudomonas aeruginosa,Ceftriaxone,University Hospital Center,West District,2026-06,588,139,23.7,17.6,6.1,18.4,4.4,2.15,7,4421,-6.3,0
OBS-02163,Escherichia coli,Ciprofloxacin,Metro West Community Clinic,Metro Central,2026-06,308,108,35.1,33.1,1.9,34.3,3.7,1.06,6,2182,-4.9,0
OBS-02164,Pseudomonas aeruginosa,Vancomycin,University Hospital Center,Metro Central,2025-10,221,56,25.2,24.7,0.5,24.7,2.9,-0.35,7,1888,-4.8,0
OBS-02165,Staphylococcus aureus,Ampicillin,Valley Health District,West District,2026-01,573,185,32.4,32.4,-0.0,31.2,1.3,0.65,6,3655,-7.6,0
OBS-02166,Enterococcus faecium,Ampicillin,Eastside Medical Center,West District,2026-09,161,24,15.2,16.6,-1.4,16.1,2.5,-0.63,5,1160,-14.8,0
OBS-02167,Pseudomonas aeruginosa,Gentamicin,University Hospital Center,Metro Central,2026-07,486,168,34.6,19.8,14.8,21.3,8.1,5.29,3,1582,4.6,0
OBS-02168,Enterococcus faecium,Ciprofloxacin,St. Jude General Hospital,East District,2025-12,584,228,39.1,36.2,2.9,36.5,4.4,0.76,5,3081,9.1,0
OBS-02169,Enterococcus faecium,Ampicillin,Metro West Community Clinic,Metro Central,2025-11,497,86,17.3,20.2,-2.9,19.7,3.0,-0.69,8,4104,-12.7,0
OBS-02170,Acinetobacter baumannii,Ceftriaxone,Metro West Community Clinic,East District,2026-07,204,134,65.7,63.7,1.9,61.1,4.1,0.87,2,721,40.7,0
OBS-02171,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-04,459,108,23.6,26.7,-3.1,26.3,1.9,-0.94,7,3273,-1.4,0
OBS-02172,Enterococcus faecium,Ciprofloxacin,St. Jude General Hospital,Metro Central,2026-03,205,25,12.0,15.1,-3.1,15.4,3.7,-0.86,4,1146,-18.0,0
OBS-02173,Klebsiella pneumoniae,Vancomycin,St. Jude General Hospital,Metro Central,2026-03,374,122,32.6,26.2,6.4,25.9,5.7,1.82,1,515,-2.4,0
OBS-02174,Klebsiella pneumoniae,Ceftriaxone,Valley Health District,Metro Central,2026-03,467,230,49.3,35.8,13.6,38.6,7.2,4.55,3,1766,14.3,1
OBS-02175,Escherichia coli,Ciprofloxacin,North Suburbs Health Zone,West District,2026-06,207,88,42.7,39.7,3.0,40.0,4.3,0.94,7,1733,2.7,0
OBS-02176,Klebsiella pneumoniae,Meropenem,Metro West Community Clinic,Metro North,2026-06,248,88,35.4,39.2,-3.8,40.0,2.4,-0.35,7,1895,0.4,0
OBS-02177,Enterococcus faecium,Ciprofloxacin,Metro West Community Clinic,East District,2026-08,595,237,39.9,22.3,17.5,25.6,7.4,6.56,2,1446,9.9,1
OBS-02178,Acinetobacter baumannii,Colistin,St. Jude General Hospital,Metro Central,2025-11,198,70,35.3,43.8,-8.5,43.9,4.8,-3.01,4,1181,10.3,0
OBS-02179,Klebsiella pneumoniae,Gentamicin,Metro West Community Clinic,Metro North,2025-11,397,186,46.7,43.4,3.3,45.3,3.1,0.99,4,1733,11.7,0
OBS-02180,Escherichia coli,Ceftriaxone,North Suburbs Health Zone,East District,2026-09,455,77,17.0,17.0,-0.0,16.9,2.2,-0.18,1,751,-23.0,0
OBS-02181,Escherichia coli,Ampicillin,Valley Health District,East District,2026-07,46,16,34.6,36.6,-2.0,35.9,3.0,-0.2,3,513,-5.4,0
OBS-02182,Escherichia coli,Vancomycin,Valley Health District,East District,2026-01,170,57,33.8,33.5,0.2,33.9,1.8,1.23,2,629,-6.2,0
OBS-02183,Escherichia coli,Ampicillin,Metro West Community Clinic,Metro Central,2026-03,586,212,36.1,35.8,0.3,37.9,3.4,0.52,7,4481,-3.9,0
OBS-02184,Pseudomonas aeruginosa,Gentamicin,North Suburbs Health Zone,Metro North,2026-09,194,55,28.4,28.2,0.2,28.2,2.7,-0.11,1,444,-1.6,0
OBS-02185,Staphylococcus aureus,Ceftriaxone,North Suburbs Health Zone,Metro North,2026-07,136,24,17.9,24.5,-6.5,22.6,4.9,-2.34,6,936,-22.1,0
OBS-02186,Acinetobacter baumannii,Ceftriaxone,Metro West Community Clinic,Metro North,2026-03,268,133,49.6,48.3,1.3,48.5,3.4,0.38,6,1966,24.6,0
OBS-02187,Enterococcus faecium,Ciprofloxacin,North Suburbs Health Zone,East District,2025-12,495,153,30.9,32.4,-1.5,29.9,3.3,-0.63,1,682,0.9,0
OBS-02188,Acinetobacter baumannii,Ampicillin,North Suburbs Health Zone,East District,2025-11,445,89,19.9,32.6,-12.7,31.9,5.3,-4.34,8,3858,-5.1,0
OBS-02189,Staphylococcus aureus,Colistin,Valley Health District,West District,2026-02,331,122,36.7,35.8,0.9,37.2,3.7,-0.12,6,2243,-3.3,0
OBS-02190,Klebsiella pneumoniae,Vancomycin,Metro West Community Clinic,East District,2025-11,513,267,52.1,48.5,3.5,47.5,2.5,1.67,7,3765,17.1,1
OBS-02191,Enterococcus faecium,Colistin,University Hospital Center,West District,2026-09,429,129,30.2,20.7,9.4,22.0,5.0,3.8,2,1057,0.2,1
OBS-02192,Pseudomonas aeruginosa,Colistin,Eastside Medical Center,Metro Central,2026-07,567,86,15.2,17.4,-2.2,16.3,2.5,-0.84,3,1952,-14.8,0
OBS-02193,Klebsiella pneumoniae,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-04,509,173,34.1,29.8,4.3,32.5,3.9,1.81,3,1597,-0.9,0
OBS-02194,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-02,407,215,52.8,36.2,16.6,39.8,7.1,6.16,5,2351,27.8,1
OBS-02195,Acinetobacter baumannii,Ceftriaxone,Metro West Community Clinic,Metro North,2026-08,377,178,47.1,45.5,1.7,42.9,3.3,1.01,1,674,22.1,0
OBS-02196,Acinetobacter baumannii,Meropenem,Metro West Community Clinic,West District,2026-02,395,123,31.1,35.5,-4.5,35.6,3.9,-2.14,2,1052,6.1,0
OBS-02197,Klebsiella pneumoniae,Ampicillin,Eastside Medical Center,Metro Central,2025-10,257,81,31.5,30.6,0.9,28.5,1.4,-0.14,1,330,-3.5,0
OBS-02198,Enterococcus faecium,Ampicillin,St. Jude General Hospital,East District,2026-08,57,10,17.3,19.5,-2.3,18.7,3.0,-0.69,4,461,-12.7,0
OBS-02199,Pseudomonas aeruginosa,Vancomycin,Metro West Community Clinic,Metro North,2026-05,482,71,14.8,13.2,1.5,15.2,3.0,0.81,5,2689,-15.2,0
OBS-02200,Staphylococcus aureus,Gentamicin,St. Jude General Hospital,Metro Central,2026-06,205,64,31.2,30.9,0.3,32.1,1.7,-0.44,8,1902,-8.8,0
OBS-02201,Escherichia coli,Ciprofloxacin,Valley Health District,Metro North,2026-04,165,51,30.8,30.6,0.2,34.1,1.1,0.03,6,1064,-9.2,0
OBS-02202,Pseudomonas aeruginosa,Colistin,University Hospital Center,Metro Central,2026-04,320,46,14.5,13.7,0.8,15.3,2.9,0.6,8,2950,-15.5,0
OBS-02203,Staphylococcus aureus,Vancomycin,Eastside Medical Center,Metro North,2026-02,426,63,14.7,7.6,7.1,8.0,3.4,1.61,1,548,-25.3,0
OBS-02204,Pseudomonas aeruginosa,Colistin,Metro West Community Clinic,West District,2026-05,362,92,25.5,24.5,1.0,24.6,1.6,0.37,3,1353,-4.5,0
OBS-02205,Klebsiella pneumoniae,Ciprofloxacin,Metro West Community Clinic,Metro Central,2026-03,260,46,17.7,18.3,-0.6,19.8,3.0,-0.37,4,1415,-17.3,0
OBS-02206,Escherichia coli,Colistin,North Suburbs Health Zone,East District,2026-05,350,116,33.0,38.5,-5.5,35.6,5.0,-1.87,7,2777,-7.0,0
OBS-02207,Pseudomonas aeruginosa,Ceftriaxone,University Hospital Center,West District,2026-03,138,36,26.0,23.4,2.6,26.7,2.9,0.31,3,582,-4.0,0
OBS-02208,Staphylococcus aureus,Vancomycin,St. Jude General Hospital,Metro North,2026-02,396,199,50.2,32.2,18.0,37.2,7.8,6.0,6,2537,10.2,1
OBS-02209,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-04,229,103,44.9,41.5,3.4,41.6,2.7,1.42,3,783,19.9,1
OBS-02210,Enterococcus faecium,Vancomycin,North Suburbs Health Zone,Metro North,2026-08,514,154,29.9,12.7,17.2,14.3,7.7,5.3,3,1845,-0.1,1
OBS-02211,Acinetobacter baumannii,Gentamicin,University Hospital Center,East District,2026-06,368,160,43.4,41.9,1.4,42.8,2.6,0.29,6,2541,18.4,0
OBS-02212,Enterococcus faecium,Colistin,University Hospital Center,East District,2025-12,143,60,42.1,29.9,12.2,31.2,6.6,4.95,6,1115,12.1,1
OBS-02213,Acinetobacter baumannii,Ciprofloxacin,North Suburbs Health Zone,Metro Central,2025-10,93,50,53.4,50.9,2.5,50.7,2.9,1.49,6,878,28.4,1
OBS-02214,Pseudomonas aeruginosa,Ceftriaxone,St. Jude General Hospital,East District,2026-05,354,95,26.8,32.1,-5.3,31.7,3.1,-2.23,8,3019,-3.2,0
OBS-02215,Enterococcus faecium,Meropenem,Eastside Medical Center,Metro North,2026-02,581,225,38.7,23.5,15.2,25.8,8.5,4.63,8,4849,8.7,1
OBS-02216,Pseudomonas aeruginosa,Ceftriaxone,Eastside Medical Center,West District,2026-01,336,154,45.9,47.4,-1.5,43.8,2.0,0.01,5,2038,15.9,0
OBS-02217,Staphylococcus aureus,Ceftriaxone,Metro West Community Clinic,Metro Central,2026-01,167,23,13.9,14.1,-0.2,14.3,3.1,-0.18,4,989,-26.1,0
OBS-02218,Escherichia coli,Gentamicin,University Hospital Center,Metro North,2026-08,477,138,28.9,29.0,-0.1,30.3,1.0,0.19,3,1500,-11.1,0
OBS-02219,Klebsiella pneumoniae,Vancomycin,Metro West Community Clinic,Metro Central,2026-03,531,192,36.2,33.3,2.9,34.5,4.0,1.44,3,1921,1.2,0
OBS-02220,Acinetobacter baumannii,Ampicillin,University Hospital Center,East District,2026-08,360,169,47.0,31.3,15.7,33.4,8.8,5.11,2,862,22.0,1
OBS-02221,Enterococcus faecium,Meropenem,Eastside Medical Center,Metro North,2026-05,143,29,20.2,26.5,-6.3,25.9,3.9,-2.14,1,455,-9.8,0
OBS-02222,Staphylococcus aureus,Gentamicin,North Suburbs Health Zone,Metro North,2026-02,430,233,54.1,36.0,18.1,40.2,8.2,6.17,5,2454,14.1,1
OBS-02223,Klebsiella pneumoniae,Ceftriaxone,North Suburbs Health Zone,Metro Central,2026-02,254,159,62.6,40.0,22.6,45.1,9.8,7.43,4,1268,27.6,1
OBS-02224,Staphylococcus aureus,Gentamicin,North Suburbs Health Zone,East District,2026-03,69,41,59.2,44.5,14.6,47.9,8.0,5.22,1,137,19.2,1
OBS-02225,Staphylococcus aureus,Meropenem,Metro West Community Clinic,Metro Central,2026-06,388,71,18.2,32.6,-14.4,31.5,5.9,-4.91,4,1685,-21.8,0
OBS-02226,Enterococcus faecium,Ceftriaxone,Eastside Medical Center,East District,2025-12,439,77,17.4,21.1,-3.7,21.5,3.7,-0.75,5,2386,-12.6,0
OBS-02227,Acinetobacter baumannii,Colistin,Metro West Community Clinic,West District,2026-07,488,248,50.7,50.1,0.6,49.8,1.4,-0.41,6,3065,25.7,0
OBS-02228,Staphylococcus aureus,Colistin,Valley Health District,East District,2026-06,570,82,14.5,12.3,2.2,12.2,1.6,-0.09,3,1816,-25.5,0
OBS-02229,Klebsiella pneumoniae,Ciprofloxacin,North Suburbs Health Zone,West District,2026-09,180,70,38.8,40.7,-1.9,42.0,3.3,-0.72,2,563,3.8,0
OBS-02230,Acinetobacter baumannii,Vancomycin,North Suburbs Health Zone,Metro Central,2026-05,376,146,38.8,39.3,-0.4,39.2,2.8,-0.04,1,723,13.8,0
OBS-02231,Pseudomonas aeruginosa,Colistin,St. Jude General Hospital,East District,2026-01,548,93,17.0,22.1,-5.1,20.7,3.3,-1.61,7,3967,-13.0,0
OBS-02232,Acinetobacter baumannii,Ciprofloxacin,St. Jude General Hospital,Metro North,2026-09,70,38,54.2,55.6,-1.4,56.3,1.5,-0.54,4,437,29.2,0
OBS-02233,Staphylococcus aureus,Vancomycin,Metro West Community Clinic,Metro Central,2025-11,543,339,62.4,47.2,15.2,48.9,7.9,5.63,4,2497,22.4,1
OBS-02234,Escherichia coli,Vancomycin,St. Jude General Hospital,Metro North,2025-11,519,263,50.6,34.0,16.7,37.1,9.2,6.6,8,4497,10.6,1
OBS-02235,Staphylococcus aureus,Ampicillin,Metro West Community Clinic,Metro North,2026-01,131,57,43.6,40.2,3.4,41.0,3.3,0.89,6,1157,3.6,0
OBS-02236,Acinetobacter baumannii,Ceftriaxone,St. Jude General Hospital,West District,2026-09,366,192,52.5,36.7,15.8,40.2,7.4,5.06,1,515,27.5,1
OBS-02237,Escherichia coli,Ciprofloxacin,Metro West Community Clinic,Metro North,2026-07,50,15,29.9,29.1,0.8,30.9,3.4,0.05,2,277,-10.1,0
OBS-02238,Acinetobacter baumannii,Ampicillin,Eastside Medical Center,Metro North,2026-08,397,172,43.3,46.0,-2.7,45.6,4.2,-1.57,6,2494,18.3,0
OBS-02239,Acinetobacter baumannii,Ciprofloxacin,Valley Health District,East District,2026-06,554,218,39.3,23.0,16.2,23.8,7.5,5.3,2,1220,14.3,1
OBS-02240,Pseudomonas aeruginosa,Meropenem,Valley Health District,West District,2026-01,111,34,30.6,28.9,1.7,28.8,3.8,-0.19,7,1002,0.6,0
OBS-02241,Acinetobacter baumannii,Ampicillin,University Hospital Center,West District,2026-04,490,202,41.3,44.8,-3.6,46.2,4.4,-0.34,3,1560,16.3,0
OBS-02242,Enterococcus faecium,Ceftriaxone,North Suburbs Health Zone,Metro North,2026-01,287,9,3.2,22.7,-19.5,17.7,9.8,-6.25,6,2088,-26.8,0
OBS-02243,Pseudomonas aeruginosa,Vancomycin,North Suburbs Health Zone,Metro Central,2026-03,501,81,16.1,20.3,-4.1,18.8,4.3,-1.35,5,2895,-13.9,0
OBS-02244,Staphylococcus aureus,Vancomycin,North Suburbs Health Zone,Metro North,2026-07,230,43,18.8,19.3,-0.4,18.4,2.6,-0.98,8,2072,-21.2,0
OBS-02245,Escherichia coli,Ampicillin,Eastside Medical Center,Metro North,2026-04,177,66,37.0,42.0,-4.9,40.4,3.7,-1.61,1,487,-3.0,0
OBS-02246,Klebsiella pneumoniae,Ampicillin,St. Jude General Hospital,Metro North,2026-06,427,278,65.0,45.5,19.5,48.4,8.9,6.92,7,3248,30.0,1
OBS-02247,Acinetobacter baumannii,Ciprofloxacin,North Suburbs Health Zone,East District,2026-02,462,111,24.1,38.3,-14.2,35.5,6.1,-4.48,2,1013,-0.9,0
OBS-02248,Staphylococcus aureus,Colistin,Valley Health District,Metro North,2026-03,459,173,37.6,21.5,16.1,23.6,7.6,5.06,5,2480,-2.4,1
OBS-02249,Klebsiella pneumoniae,Gentamicin,Metro West Community Clinic,Metro Central,2025-12,259,30,11.4,15.1,-3.7,12.0,2.2,-1.1,8,2126,-23.6,0
OBS-02250,Klebsiella pneumoniae,Ampicillin,University Hospital Center,Metro Central,2026-02,317,176,55.6,36.7,18.9,38.4,7.5,6.16,5,1867,20.6,1
OBS-02251,Pseudomonas aeruginosa,Vancomycin,University Hospital Center,Metro Central,2026-07,85,11,13.2,16.8,-3.6,17.2,3.2,-0.81,7,859,-16.8,0
OBS-02252,Enterococcus faecium,Vancomycin,Metro West Community Clinic,Metro Central,2026-07,217,51,23.5,26.1,-2.7,25.0,3.1,-1.09,3,959,-6.5,0
OBS-02253,Acinetobacter baumannii,Ceftriaxone,North Suburbs Health Zone,East District,2026-03,154,62,40.1,41.0,-0.9,40.8,1.2,-1.06,6,1095,15.1,0
OBS-02254,Acinetobacter baumannii,Gentamicin,North Suburbs Health Zone,Metro North,2026-05,504,190,37.7,36.4,1.3,38.3,2.5,0.4,2,1194,12.7,1
OBS-02255,Staphylococcus aureus,Vancomycin,Metro West Community Clinic,Metro Central,2025-11,317,21,6.6,2.0,4.6,4.8,4.7,1.41,7,2286,-33.4,0
OBS-02256,Acinetobacter baumannii,Ceftriaxone,Metro West Community Clinic,Metro Central,2026-06,250,149,59.7,54.0,5.6,56.5,4.1,2.74,8,2330,34.7,1
OBS-02257,Pseudomonas aeruginosa,Ceftriaxone,University Hospital Center,Metro North,2026-01,330,97,29.3,22.1,7.2,24.7,5.0,2.75,7,2603,-0.7,0
OBS-02258,Escherichia coli,Meropenem,Valley Health District,Metro Central,2026-07,155,96,62.1,42.8,19.3,45.9,8.2,7.19,1,383,22.1,1
